"Genomic Location","Overlapping Gene(s)","Orientation","Query start","Query end","Length","Score","E-val","%ID"
"6:9174485-9174877","Nxph1","Forward","5772","6164","394","632.0","1.3e-181","90.61"
"3:114535404-114535813","","Reverse","5757","6165","410","631.0","2.8e-181","87.80"
"10:38367472-38367865","","Forward","5772","6165","394","631.0","3.9e-181","89.34"
"6:18193447-18193856","Cftr","Reverse","5720","6130","412","630.0","5.7e-181","88.83"
"3:75055726-75056123","Zbbx","Reverse","5765","6161","398","629.0","1.6e-180","88.94"
"15:3528049-3528418","Ghr","Reverse","5793","6162","370","627.0","4.0e-180","92.16"
"X:5888139-5888541","","Forward","5705","6107","406","627.0","5.8e-180","89.16"
"3:98832067-98832434","","Forward","5793","6164","372","626.0","1.0e-179","91.94"
"4:4692896-4693276","","Reverse","5787","6167","381","626.0","1.5e-179","90.55"
"3:86282750-86283127","Lrba","Forward","5788","6165","378","624.0","4.0e-179","90.74"
"4:7951595-7951980","","Forward","5718","6102","386","623.0","7.8e-179","90.41"
"6:81423717-81424112","","Forward","5769","6165","397","622.0","1.7e-178","89.17"
"2:101401777-101402151","","Forward","5787","6161","375","622.0","1.8e-178","91.20"
"4:21461910-21462297","","Forward","5716","6102","388","621.0","4.3e-178","89.95"
"11:71328283-71328677","","Reverse","5771","6165","395","620.0","5.3e-178","88.35"
"13:103352762-103353130","","Reverse","5794","6162","371","615.0","2.4e-176","92.18"
"5:46736375-46736763","","Reverse","5722","6109","389","615.0","2.8e-176","89.20"
"2:80289143-80289537","","Forward","5771","6165","399","612.0","1.7e-175","87.97"
"5:115782379-115782741","","Forward","5793","6156","364","610.0","6.0e-175","92.31"
"1:67298562-67298955","Gm15668","Forward","5771","6165","395","607.0","4.7e-174","88.35"
"2:40418989-40419385","","Reverse","5768","6163","398","606.0","9.5e-174","89.45"
"5:41277356-41277731","","Forward","5790","6165","376","605.0","2.8e-173","89.63"
"3:54938187-54938574","","Forward","5721","6107","390","604.0","5.7e-173","90.00"
"1:186651450-186651837","Tgfb2","Forward","5707","6096","392","603.0","7.1e-173","89.29"
"3:105172477-105172845","","Forward","5797","6165","370","599.0","1.5e-171","91.08"
"12:67909723-67910093","","Reverse","5718","6087","371","596.0","1.0e-170","90.84"
"9:6942851-6943214","Dync2h1","Reverse","5728","6089","368","594.0","5.0e-170","91.30"
"3:36092401-36092776","Acad9","Reverse","5787","6164","378","594.0","6.2e-170","89.68"
"1:111523325-111523696","","Forward","5717","6087","372","591.0","5.2e-169","89.78"
"7:42100655-42101013","","Forward","5807","6165","359","588.0","3.7e-168","90.53"
"1:68450783-68451156","Erbb4","Reverse","5791","6164","374","586.0","9.0e-168","87.97"
"1:149123808-149124179","Gm29020","Forward","5719","6087","374","580.0","6.8e-166","89.57"
"9:25623580-25623935","","Reverse","5720","6074","356","579.0","1.8e-165","91.01"
"12:74878984-74879317","","Reverse","5831","6164","334","578.0","2.5e-165","93.41"
"1:21644722-21645070","Kcnq5","Forward","5816","6164","349","573.0","9.5e-164","91.12"
"3:78205194-78205540","","Reverse","5793","6147","355","568.0","2.8e-162","89.86"
"14:32874470-32874828","Vstm4","Forward","5806","6165","360","567.0","5.8e-162","89.44"
"1:16802366-16802731","","Forward","5738","6102","366","565.0","2.0e-161","88.52"
"5:97434364-97434686","4930467D21Rik","Forward","5833","6156","324","564.0","5.6e-161","93.83"
"1:19277373-19277721","","Reverse","5815","6163","349","555.0","2.4e-158","89.40"
"6:21967826-21968175","Ing3","Reverse","5816","6165","350","552.0","2.2e-157","88.29"
"3:92269858-92270183","","Reverse","5793","6119","327","552.0","2.7e-157","92.66"
"6:18562785-18563101","","Forward","5848","6164","317","544.0","4.9e-155","92.74"
"6:47473971-47474314","Cul1","Forward","5820","6164","345","543.0","9.1e-155","88.99"
"3:112722008-112722341","","Forward","5832","6164","334","542.0","1.6e-154","91.02"
"4:96465068-96465417","Cyp2j8","Forward","5769","6117","350","539.0","1.2e-153","88.00"
"6:109376199-109376531","","Forward","5833","6165","333","536.0","1.1e-152","89.79"
"X:111581027-111581354","Hdx","Forward","5722","6047","328","532.0","3.0e-151","91.16"
"4:18953639-18953991","Cnbd1","Forward","5815","6167","353","530.0","8.0e-151","86.69"
"3:138388428-138388765","Adh6-ps1","Forward","5828","6165","339","530.0","1.0e-150","89.97"
"4:111699405-111699733","","Reverse","5836","6165","330","520.0","7.4e-148","89.09"
"12:68014394-68014699","","Forward","5726","6030","306","502.0","2.6e-142","91.18"
"2:22888690-22888996","","Forward","5718","6023","307","499.0","2.4e-141","90.55"
"5:4445827-4446141","","Forward","5849","6163","315","487.0","5.6e-138","88.57"
"4:112825261-112825601","Skint6","Forward","5769","6107","341","487.0","5.6e-138","85.34"
"2:154151611-154151895","","Reverse","5721","6004","285","478.0","4.0e-135","92.63"
"3:151703755-151704033","","Reverse","5886","6164","279","477.0","9.3e-135","92.47"
"4:83592274-83592577","Ccdc171","Reverse","5705","6006","304","476.0","1.5e-134","89.47"
"2:5831113-5831392","Cdc123","Reverse","5886","6165","280","476.0","1.8e-134","92.86"
"2:99748119-99748406","","Reverse","5795","6082","288","469.0","1.8e-132","89.93"
"12:12460630-12460922","","Reverse","5740","6031","293","466.0","1.9e-131","89.76"
"16:9863461-9863740","Grin2a","Reverse","5886","6165","280","461.0","5.6e-130","90.71"
"1:84258498-84258779","Pid1","Forward","5886","6167","282","461.0","6.0e-130","90.43"
"15:60267154-60267446","","Forward","5877","6164","293","459.0","2.7e-129","89.42"
"15:4725807-4726085","","Reverse","5793","6071","279","457.0","6.8e-129","90.32"
"X:147504581-147504860","Lrch2","Reverse","5886","6165","281","447.0","1.0e-125","90.39"
"1:171758235-171758503","","Reverse","5902","6169","269","445.0","3.8e-125","91.45"
"7:61082539-61082828","","Reverse","23205","23494","290","429.0","1.7e-120","86.55"
"5:5329231-5329499","Cdk14","Forward","5897","6165","269","429.0","2.7e-120","89.22"
"2:79627356-79627620","","Forward","5876","6141","266","413.0","1.3e-115","88.35"
"1:83811049-83811271","4933436I20Rik","Forward","5940","6162","223","410.0","1.5e-114","96.41"
"1:101338912-101339134","","Reverse","5940","6162","223","409.0","2.8e-114","95.96"
"5:87534136-87534373","Sult1b1","Forward","5788","6022","238","398.0","4.1e-111","92.02"
"5:63223903-63224148","","Reverse","5806","6051","246","398.0","4.2e-111","90.65"
"5:79375214-79375445","","Reverse","5757","5987","232","381.0","6.7e-106","91.38"
"5:16168309-16168534","Cacna2d1","Reverse","5940","6165","226","380.0","1.0e-105","92.92"
"17:3544245-3544466","Tfb1m","Reverse","5718","5938","222","373.0","1.2e-103","92.79"
"5:43560619-43560839","C1qtnf7, Gm15866","Reverse","5945","6165","221","372.0","2.3e-103","92.31"
"3:14789442-14789665","Car1","Reverse","5940","6165","226","371.0","7.9e-103","91.15"
"3:120577134-120577357","","Reverse","5941","6164","224","367.0","1.2e-101","90.62"
"1:126966910-126967131","","Forward","5941","6162","222","366.0","2.5e-101","90.99"
