"Genomic Location","Overlapping Gene(s)","Orientation","Query start","Query end","Length","Score","E-val","%ID"
"Y:54331918-54333328","Gm28293","Forward","1","1409","1411","2372.0","0.0e+00","93.20"
"Y:56166623-56168033","Gm28208","Forward","1","1409","1411","2372.0","0.0e+00","93.20"
"Y:66888378-66889788","","Forward","1","1409","1411","2372.0","0.0e+00","93.20"
"Y:70090239-70091649","Gm28082","Forward","1","1409","1411","2371.0","0.0e+00","93.13"
"Y:74118897-74120307","Gm29616","Forward","1","1409","1411","2371.0","0.0e+00","93.13"
"Y:67471094-67472504","Gm29219","Reverse","1","1409","1411","2371.0","0.0e+00","93.13"
"Y:34965341-34966751","Gm29225","Reverse","1","1409","1411","2371.0","0.0e+00","93.13"
"Y:86766407-86767816","Gm29297","Forward","1","1409","1411","2371.0","0.0e+00","93.20"
"Y:38341569-38342979","Gm28771","Reverse","1","1409","1411","2369.0","0.0e+00","93.13"
"Y:78360972-78362382","Gm28664, Gm28663","Forward","1","1409","1411","2368.0","0.0e+00","93.05"
"Y:79480380-79481790","","Forward","1","1409","1411","2368.0","0.0e+00","93.05"
"Y:80276843-80278253","","Forward","1","1409","1411","2368.0","0.0e+00","93.05"
"Y:77644021-77645431","Gm28540","Forward","1","1409","1411","2368.0","0.0e+00","93.05"
"Y:67680255-67681665","Gm29082, Gm29217","Reverse","1","1409","1411","2368.0","0.0e+00","93.05"
"Y:21347719-21349129","Gm37462","Reverse","1","1409","1411","2368.0","0.0e+00","93.05"
"Y:73826502-73827912","Gm28259","Forward","1","1409","1411","2366.0","0.0e+00","93.05"
"Y:40735241-40736632","Gm28993","Reverse","1","1393","1393","2365.0","0.0e+00","93.54"
"Y:37548811-37550221","Gm28820","Reverse","1","1409","1411","2364.0","0.0e+00","92.98"
"Y:22697925-22699335","Gm37721","Reverse","1","1409","1411","2364.0","0.0e+00","92.98"
"Y:69802188-69803598","Gm28081","Forward","1","1409","1411","2364.0","0.0e+00","92.98"
"Y:82382532-82383942","Gm29473","Forward","1","1409","1411","2364.0","0.0e+00","92.98"
"Y:88214649-88216059","Gm29162","Forward","1","1409","1411","2362.0","0.0e+00","92.98"
"Y:5901061-5902471","Gm28173","Reverse","1","1409","1412","2361.0","0.0e+00","93.20"
"Y:84907817-84909227","Gm29071","Forward","1","1409","1411","2361.0","0.0e+00","92.91"
"Y:81619316-81620726","Gm28741","Forward","1","1409","1411","2358.0","0.0e+00","92.84"
"Y:54001257-54002667","Gm28274","Forward","1","1409","1411","2355.0","0.0e+00","92.84"
"Y:55833464-55834874","Gm28202","Forward","1","1409","1411","2355.0","0.0e+00","92.84"
"Y:66555383-66556793","Gm29380, Gm29381","Forward","1","1409","1411","2355.0","0.0e+00","92.84"
"Y:71121281-71122691","","Forward","1","1409","1411","2354.0","0.0e+00","92.77"
"Y:15243356-15244694","Gm37572","Forward","1551","2886","1340","2353.0","0.0e+00","95.15"
"Y:19955913-19957251","Gm38168","Forward","1551","2886","1340","2353.0","0.0e+00","95.15"
"Y:88474131-88475541","Gm29436","Forward","1","1409","1412","2352.0","0.0e+00","92.99"
"Y:50259330-50260740","Gm29511","Forward","1","1409","1411","2350.0","0.0e+00","92.70"
"Y:62879048-62880458","Gm29209, Gm29549","Forward","1","1409","1411","2350.0","0.0e+00","92.70"
"Y:72711137-72712478","","Forward","1551","2886","1343","2340.0","0.0e+00","94.94"
"Y:86767961-86769302","Gm29297","Forward","1551","2886","1343","2338.0","0.0e+00","94.86"
"Y:76390461-76391870","","Forward","1","1409","1411","2338.0","0.0e+00","92.56"
"Y:24564328-24565669","Gm37434","Reverse","1551","2886","1343","2336.0","0.0e+00","94.79"
"Y:60337010-60338349","Gm28691","Forward","1551","2886","1341","2335.0","0.0e+00","94.93"
"Y:70091794-70093135","Gm28082","Forward","1551","2886","1343","2335.0","0.0e+00","94.79"
"Y:71122836-71124177","","Forward","1551","2886","1343","2335.0","0.0e+00","94.79"
"Y:67469608-67470949","Gm29219","Reverse","1551","2886","1343","2335.0","0.0e+00","94.79"
"Y:86001661-86003002","Gm28220","Forward","1551","2886","1343","2335.0","0.0e+00","94.79"
"Y:76925239-76926581","Gm29313","Forward","1551","2886","1344","2333.0","0.0e+00","94.87"
"Y:68667602-68668944","Gm29447","Reverse","1551","2886","1344","2333.0","0.0e+00","94.87"
"Y:83193626-83194967","Gm28832","Forward","1551","2886","1343","2333.0","0.0e+00","94.71"
"Y:34963855-34965196","Gm29225","Reverse","1551","2886","1343","2332.0","0.0e+00","94.71"
"Y:24051125-24052466","Gm37687","Reverse","1551","2886","1343","2332.0","0.0e+00","94.71"
"Y:26103538-26104879","Gm37346","Reverse","1551","2886","1343","2332.0","0.0e+00","94.71"
"Y:88216204-88217545","Gm29162","Forward","1551","2886","1343","2332.0","0.0e+00","94.71"
"Y:81084963-81086304","","Forward","1551","2886","1343","2331.0","0.0e+00","94.71"
"Y:49020154-49021496","Gm28726","Forward","1551","2886","1344","2331.0","0.0e+00","94.79"
"Y:61810356-61811698","Gm29343, Gm29342","Forward","1551","2886","1344","2331.0","0.0e+00","94.79"
"Y:22403300-22404641","Gm38371","Reverse","1551","2886","1343","2331.0","0.0e+00","94.71"
"Y:81620871-81622212","Gm28741","Forward","1551","2886","1343","2330.0","0.0e+00","94.71"
"Y:74120452-74121793","Gm29616","Forward","1551","2886","1343","2330.0","0.0e+00","94.71"
"Y:25077338-25078679","Gm37071","Reverse","1551","2886","1343","2330.0","0.0e+00","94.64"
"Y:88475686-88477027","Gm29436","Forward","1551","2886","1343","2329.0","0.0e+00","94.71"
"Y:71631864-71633205","Gm28482, Gm28485","Forward","1551","2886","1343","2329.0","0.0e+00","94.71"
"Y:52942405-52943746","Gm28733","Forward","1551","2886","1343","2329.0","0.0e+00","94.71"
"Y:50771944-50773286","Gm29116","Forward","1551","2886","1344","2329.0","0.0e+00","94.79"
"Y:65540069-65541410","Gm29584","Forward","1551","2886","1343","2329.0","0.0e+00","94.71"
"Y:63392242-63393584","","Forward","1551","2886","1344","2329.0","0.0e+00","94.79"
"Y:21346233-21347574","Gm37462","Reverse","1551","2886","1343","2328.0","0.0e+00","94.71"
"Y:88698363-88699704","Gm28407","Forward","1551","2886","1343","2328.0","0.0e+00","94.64"
"Y:21891556-21892897","Gm37690","Reverse","1551","2886","1343","2328.0","0.0e+00","94.64"
"Y:36273160-36274501","Gm28332","Reverse","1551","2886","1343","2328.0","0.0e+00","94.64"
"Y:82384087-82385428","Gm29473","Forward","1551","2886","1343","2328.0","0.0e+00","94.64"
"Y:50260885-50262226","Gm29511","Forward","1551","2886","1343","2328.0","0.0e+00","94.64"
"Y:54002812-54004153","Gm28274","Forward","1551","2886","1343","2328.0","0.0e+00","94.64"
"Y:55835019-55836360","Gm28202","Forward","1551","2886","1343","2328.0","0.0e+00","94.64"
"Y:66556938-66558279","Gm29380, Gm29381","Forward","1551","2886","1343","2328.0","0.0e+00","94.64"
"Y:62880603-62881944","Gm29209, Gm29549","Forward","1551","2886","1343","2328.0","0.0e+00","94.64"
"Y:73828057-73829398","Gm28259","Forward","1551","2886","1343","2328.0","0.0e+00","94.64"
"Y:69803743-69805084","Gm28081","Forward","1551","2886","1343","2328.0","0.0e+00","94.64"
"Y:87993515-87994856","Gm28103","Forward","1551","2886","1343","2328.0","0.0e+00","94.64"
"Y:25590415-25591756","Gm37875","Reverse","1551","2886","1343","2328.0","0.0e+00","94.64"
"Y:79481935-79483276","","Forward","1551","2886","1343","2327.0","0.0e+00","94.64"
"Y:80278398-80279739","","Forward","1551","2886","1343","2327.0","0.0e+00","94.64"
"Y:85307004-85308345","Gm28971","Forward","1551","2886","1343","2325.0","0.0e+00","94.56"
"Y:85667488-85668829","Gm29090, Gm28152","Forward","1551","2886","1343","2325.0","0.0e+00","94.56"
"Y:50030462-50031803","Gm28679","Forward","1551","2886","1343","2325.0","0.0e+00","94.56"
"Y:62650197-62651538","Gm29547","Forward","1551","2886","1343","2325.0","0.0e+00","94.56"
"Y:71855841-71857183","","Forward","1551","2886","1344","2324.0","0.0e+00","94.72"
"Y:51497333-51498674","Gm28316","Forward","1551","2886","1343","2324.0","0.0e+00","94.64"
"Y:64118593-64119934","Gm29628","Forward","1551","2886","1343","2324.0","0.0e+00","94.64"
"Y:84259539-84260880","Gm28475","Forward","1551","2886","1343","2324.0","0.0e+00","94.56"
"Y:26610456-26611797","Gm28853","Reverse","1551","2886","1343","2324.0","0.0e+00","94.56"
"Y:27355541-27356882","Gm29021","Reverse","1551","2886","1343","2324.0","0.0e+00","94.56"
"Y:51282495-51283836","Gm28318","Forward","1551","2886","1343","2323.0","0.0e+00","94.56"
"Y:63903788-63905129","Gm29625","Forward","1551","2886","1343","2323.0","0.0e+00","94.56"
"Y:46909608-46910949","Gm28550","Reverse","1549","2886","1347","2323.0","0.0e+00","94.51"
"Y:22696439-22697780","Gm37721","Reverse","1551","2886","1343","2322.0","0.0e+00","94.56"
"Y:55375834-55377175","Gm29555","Forward","1551","2886","1343","2322.0","0.0e+00","94.56"
"Y:57349386-57350727","Gm28709, Gm28965","Forward","1551","2886","1343","2322.0","0.0e+00","94.56"
"Y:78362527-78363868","Gm28664, Gm28663","Forward","1551","2886","1343","2322.0","0.0e+00","94.56"
"Y:52015670-52017012","Gm28950","Forward","1551","2886","1344","2322.0","0.0e+00","94.64"
"Y:54333473-54334814","Gm28293","Forward","1551","2886","1343","2322.0","0.0e+00","94.56"
"Y:66889933-66891274","","Forward","1551","2886","1343","2322.0","0.0e+00","94.56"
"Y:64636829-64638171","Gm28252","Forward","1551","2886","1344","2322.0","0.0e+00","94.64"
"Y:56168178-56169519","Gm28208","Forward","1551","2886","1343","2322.0","0.0e+00","94.56"
"Y:37547325-37548666","Gm28820","Reverse","1551","2886","1343","2322.0","0.0e+00","94.56"
"Y:77480814-77482155","Gm28702, Gm28701","Forward","1551","2886","1343","2321.0","0.0e+00","94.49"
"Y:67843545-67844886","","Reverse","1551","2886","1343","2321.0","0.0e+00","94.49"
"Y:68353846-68355187","Gm29450","Reverse","1551","2886","1343","2319.0","0.0e+00","94.49"
"Y:53235911-53237252","Gm28236","Forward","1551","2886","1343","2319.0","0.0e+00","94.42"
"Y:65833628-65834969","Gm28135","Forward","1551","2886","1343","2319.0","0.0e+00","94.42"
"Y:35761783-35763124","Gm28463","Reverse","1551","2886","1343","2319.0","0.0e+00","94.49"
"Y:76392015-76393356","","Forward","1551","2886","1343","2319.0","0.0e+00","94.49"
"Y:49734340-49735681","Gm28684","Forward","1551","2886","1343","2319.0","0.0e+00","94.49"
"Y:62354052-62355393","","Forward","1551","2886","1343","2319.0","0.0e+00","94.49"
"Y:55671536-55672877","","Forward","1551","2886","1343","2319.0","0.0e+00","94.49"
"Y:57645475-57646816","Gm28966","Forward","1551","2886","1343","2319.0","0.0e+00","94.49"
"Y:52498906-52500247","Gm28197","Forward","1551","2886","1343","2319.0","0.0e+00","94.49"
"Y:65096587-65097928","","Forward","1551","2886","1343","2319.0","0.0e+00","94.49"
"Y:72273826-72275167","Gm29182","Forward","1551","2886","1343","2319.0","0.0e+00","94.49"
"Y:76172420-76173761","","Forward","1551","2886","1343","2318.0","0.0e+00","94.49"
"Y:77645576-77646917","Gm28540","Forward","1551","2886","1343","2317.0","0.0e+00","94.49"
"Y:67678769-67680110","Gm29082, Gm29217","Reverse","1551","2886","1343","2317.0","0.0e+00","94.49"
"Y:37772147-37773487","","Reverse","1551","2886","1343","2317.0","0.0e+00","94.56"
"Y:81397800-81399141","Gm29324","Forward","1551","2886","1343","2316.0","0.0e+00","94.42"
"Y:87279034-87280374","Gm28367","Forward","1551","2886","1343","2316.0","0.0e+00","94.56"
"Y:38340083-38341424","Gm28771","Reverse","1551","2886","1343","2315.0","0.0e+00","94.42"
"Y:86221242-86222584","Gm28218","Forward","1551","2886","1344","2315.0","0.0e+00","94.49"
"Y:21572628-21573969","Gm38370","Reverse","1551","2886","1343","2314.0","0.0e+00","94.42"
"Y:75877927-75879268","","Forward","1551","2886","1343","2313.0","0.0e+00","94.42"
"Y:30156679-30158020","Gm29315","Forward","1549","2886","1347","2312.0","0.0e+00","94.21"
"Y:40367294-40368640","Gm29433, Gm29215","Reverse","1549","2886","1347","2312.0","0.0e+00","94.14"
"Y:35980959-35982300","Gm28470","Reverse","1551","2886","1343","2309.0","0.0e+00","94.27"
"Y:80866750-80868085","","Forward","1551","2886","1343","2309.0","0.0e+00","94.04"
"Y:89223966-89225299","Gm28672","Forward","1551","2886","1343","2298.0","0.0e+00","93.89"
"Y:28105186-28106527","Gm28799","Reverse","1551","2886","1344","2298.0","0.0e+00","94.35"
"Y:9309325-9310665","Gm29329","Forward","1551","2886","1343","2297.0","0.0e+00","94.19"
"X:123664062-123665368","Gm14950","Reverse","1585","2886","1307","2295.0","0.0e+00","95.26"
"Y:8677338-8678678","Gm28331","Forward","1551","2886","1343","2295.0","0.0e+00","94.12"
"Y:43048987-43050215","Gm28311","Reverse","187","1414","1230","2073.0","0.0e+00","93.25"
"Y:89636204-89637382","Gm28674","Reverse","1712","2886","1179","2068.0","0.0e+00","95.08"
"Y:84257984-84259204","Gm28475","Forward","1","1220","1221","2067.0","0.0e+00","93.20"
"Y:68355522-68356742","Gm29450","Reverse","1","1220","1221","2067.0","0.0e+00","93.20"
"Y:55374279-55375499","Gm29555","Forward","1","1220","1221","2061.0","0.0e+00","93.04"
"Y:13092798-13094010","Gm38084","Reverse","1","1215","1215","2061.0","0.0e+00","93.50"
"Y:17805801-17807013","Gm37865","Reverse","1","1215","1215","2061.0","0.0e+00","93.50"
"Y:57347831-57349051","Gm28709, Gm28965","Forward","1","1220","1221","2057.0","0.0e+00","92.96"
"Y:87489692-87490873","","Forward","536","1715","1182","2050.0","0.0e+00","94.50"
"Y:87712032-87713205","Gm28108","Forward","1716","2886","1175","2049.0","0.0e+00","94.89"
"Y:88696808-88698028","Gm28407","Forward","1","1220","1222","2042.0","0.0e+00","92.88"
"Y:23539191-23540357","Gm37454","Reverse","1723","2886","1168","2040.0","0.0e+00","94.95"
"Y:28624712-28625881","Gm29122","Reverse","1720","2886","1171","2028.0","0.0e+00","94.53"
"Y:17225444-17226617","Gm38003","Reverse","1722","2886","1174","2021.0","0.0e+00","94.12"
"Y:12513574-12514748","Gm37739","Reverse","1722","2886","1175","2020.0","0.0e+00","94.04"
"Y:44169796-44171012","Gm28279","Reverse","1","1220","1222","2006.0","0.0e+00","92.47"
"Y:29589350-29590566","Gm28131","Reverse","1","1220","1222","2003.0","0.0e+00","92.39"
"Y:33447699-33448915","Gm28520","Reverse","1","1220","1222","2003.0","0.0e+00","92.39"
"Y:33413275-33414491","Gm28519","Reverse","1","1220","1222","2003.0","0.0e+00","92.39"
"Y:60335459-60336675","Gm28691","Forward","1","1220","1222","1999.0","0.0e+00","92.31"
"Y:32525016-32526232","Gm28762","Reverse","1","1220","1222","1999.0","0.0e+00","92.31"
"Y:58719212-58720428","Gm29368","Reverse","1","1220","1222","1998.0","0.0e+00","92.31"
"Y:31540010-31541226","Gm28491","Reverse","1","1220","1222","1996.0","0.0e+00","92.23"
"Y:30643759-30644975","Gm28088","Reverse","1","1220","1222","1996.0","0.0e+00","92.23"
"Y:15241806-15243021","Gm37572","Forward","1","1220","1222","1990.0","0.0e+00","92.23"
"Y:19954363-19955578","Gm38168","Forward","1","1220","1222","1990.0","0.0e+00","92.23"
"Y:89637878-89639094","Gm28674","Reverse","1","1220","1222","1981.0","0.0e+00","91.90"
"Y:29587883-29589015","Gm28131","Reverse","1551","2679","1133","1980.0","0.0e+00","94.70"
"Y:69243002-69244171","Gm28632","Reverse","242","1409","1171","1959.0","0.0e+00","93.42"
"Y:36497195-36498364","Gm28338","Reverse","242","1409","1171","1955.0","0.0e+00","93.25"
"Y:35982445-35983614","Gm28470","Reverse","242","1409","1171","1954.0","0.0e+00","93.25"
"Y:38561060-38562182","Gm28774","Reverse","1767","2886","1124","1953.0","0.0e+00","94.84"
"JH584300.1:122593-123762","","Reverse","242","1409","1171","1952.0","0.0e+00","93.25"
"Y:33446232-33447364","Gm28520","Reverse","1551","2679","1136","1950.0","0.0e+00","94.10"
"Y:80865455-80866605","","Forward","261","1409","1151","1948.0","0.0e+00","93.57"
"Y:68669089-68670258","Gm29447","Reverse","242","1409","1170","1946.0","0.0e+00","92.91"
"Y:84909372-84910499","Gm29071","Forward","1551","2672","1129","1944.0","0.0e+00","94.24"
"Y:23759118-23760286","Gm37840","Reverse","242","1408","1170","1938.0","0.0e+00","92.99"
"Y:50770643-50771799","Gm29116","Forward","255","1409","1157","1938.0","0.0e+00","93.17"
"Y:63390941-63392097","","Forward","255","1409","1157","1938.0","0.0e+00","93.17"
"Y:21053966-21055135","Gm36950","Reverse","242","1409","1171","1936.0","0.0e+00","92.91"
"Y:21574114-21575284","Gm38370","Reverse","242","1409","1172","1932.0","0.0e+00","92.83"
"Y:38068525-38069694","Gm28545","Reverse","242","1409","1171","1932.0","0.0e+00","92.83"
"Y:76923938-76925094","Gm29313","Forward","255","1409","1157","1930.0","0.0e+00","93.00"
"Y:52014369-52015525","Gm28950","Forward","255","1409","1157","1930.0","0.0e+00","93.00"
"Y:64635528-64636684","Gm28252","Forward","255","1409","1157","1930.0","0.0e+00","93.00"
"Y:71854540-71855696","","Forward","255","1409","1157","1930.0","0.0e+00","93.00"
"Y:53234616-53235766","Gm28236","Forward","261","1409","1152","1928.0","0.0e+00","93.40"
"Y:65832333-65833483","Gm28135","Forward","261","1409","1152","1928.0","0.0e+00","93.40"
"Y:49018853-49020009","Gm28726","Forward","255","1409","1157","1926.0","0.0e+00","92.91"
"Y:61809055-61810211","Gm29343, Gm29342","Forward","255","1409","1157","1926.0","0.0e+00","92.91"
"Y:44168329-44169461","Gm28279","Reverse","1551","2679","1136","1925.0","0.0e+00","93.57"
"Y:86000365-86001516","Gm28220","Forward","261","1409","1153","1924.0","0.0e+00","93.41"
"Y:87992219-87993370","Gm28103","Forward","261","1409","1153","1921.0","0.0e+00","93.32"
"Y:87710563-87711719","Gm28108","Forward","255","1409","1158","1920.0","0.0e+00","93.09"
"Y:77479518-77480669","Gm28702, Gm28701","Forward","261","1409","1153","1917.0","0.0e+00","93.24"
"Y:76171124-76172275","","Forward","261","1409","1153","1917.0","0.0e+00","93.24"
"Y:37773632-37774783","","Reverse","261","1409","1153","1913.0","0.0e+00","93.15"
"Y:51281200-51282350","Gm28318","Forward","261","1409","1152","1908.0","0.0e+00","93.06"
"Y:52497611-52498761","Gm28197","Forward","261","1409","1152","1908.0","0.0e+00","93.06"
"Y:63902493-63903643","Gm29625","Forward","261","1409","1152","1908.0","0.0e+00","93.06"
"Y:65095292-65096442","","Forward","261","1409","1152","1908.0","0.0e+00","93.06"
"Y:72272531-72273681","Gm29182","Forward","261","1409","1152","1908.0","0.0e+00","93.06"
"Y:81396504-81397655","Gm29324","Forward","261","1409","1153","1904.0","0.0e+00","92.80"
"Y:27582234-27583364","Gm28454","Reverse","281","1409","1132","1901.0","0.0e+00","93.55"
"Y:49733045-49734191","Gm28684","Forward","261","1405","1148","1900.0","0.0e+00","93.03"
"Y:62352757-62353903","","Forward","261","1405","1148","1900.0","0.0e+00","93.03"
"Y:24274991-24276121","Gm36345","Reverse","281","1409","1132","1897.0","0.0e+00","93.46"
"Y:24788102-24789232","Gm30045","Reverse","281","1409","1132","1897.0","0.0e+00","93.46"
"Y:26327409-26328539","Gm32181","Reverse","281","1409","1132","1897.0","0.0e+00","93.46"
"Y:8196405-8197556","Gm29043","Forward","261","1409","1153","1897.0","0.0e+00","92.80"
"Y:13006827-13007970","","Reverse","73","1215","1145","1888.0","0.0e+00","92.40"
"Y:17719820-17720963","","Reverse","73","1215","1145","1888.0","0.0e+00","92.40"
"Y:23757631-23758717","Gm37840","Reverse","1804","2886","1087","1882.0","0.0e+00","94.39"
"Y:12515347-12516464","Gm37739","Reverse","1","1121","1123","1867.0","0.0e+00","93.05"
"Y:17227216-17228333","Gm38003","Reverse","1","1121","1123","1867.0","0.0e+00","93.05"
"X:123665370-123666364","Gm14950","Reverse","588","1582","995","1789.0","0.0e+00","95.88"
"Y:13120061-13121078","Gm37231","Reverse","1434","2445","1018","1778.0","0.0e+00","94.50"
"Y:17833062-17834079","Gm36941","Reverse","1434","2445","1018","1778.0","0.0e+00","94.50"
