"Genomic Location","Overlapping Gene(s)","Orientation","Query start","Query end","Length","Score","E-val","%ID"
"14:4022888-4027598","Gm5796","Forward","3799","8505","4712","8986.0","0.0e+00","99.09"
"14:4342723-4347382","2610042L04Rik","Forward","9423","14089","4668","8735.0","0.0e+00","98.16"
"14:6595137-6599709","","Reverse","5518","10092","4578","8710.0","0.0e+00","99.08"
"14:4733962-4738554","Gm3252","Forward","7780","12368","4595","8705.0","0.0e+00","99.06"
"14:19566460-19571005","Gm2237","Reverse","14129","18676","4548","8686.0","0.0e+00","99.01"
"14:3581485-3585998","Gm3005","Forward","9447","13970","4525","8534.0","0.0e+00","98.65"
"14:3342064-3346577","Gm2956","Forward","9447","13970","4525","8529.0","0.0e+00","98.63"
"14:4516081-4520509","Gm3173","Forward","16904","21335","4433","8352.0","0.0e+00","98.44"
"14:6870070-6874390","Gm3667","Reverse","15448","19770","4324","8207.0","0.0e+00","98.75"
"14:5798716-5803020","Gm3383","Reverse","9791","14102","4313","8130.0","0.0e+00","98.63"
"14:4028900-4033182","Gm5796","Forward","9809","14106","4298","8114.0","0.0e+00","98.63"
"14:5009389-5013571","","Forward","8185","12368","4186","7917.0","0.0e+00","98.81"
"14:4861504-4865356","Gm3264","Forward","5924","9788","3866","7283.0","0.0e+00","98.58"
"14:4120918-4124565","Gm8108","Forward","10432","14085","3656","6894.0","0.0e+00","98.69"
"14:4866118-4869686","Gm3264, Gm26650","Forward","10550","14126","3577","6760.0","0.0e+00","98.71"
"14:19571007-19574564","Gm2237","Reverse","10550","14116","3567","6716.0","0.0e+00","98.57"
"14:7482298-7485781","4933406F09Rik, Gm3752","Reverse","2835","6312","3486","6620.0","0.0e+00","98.94"
"14:4193232-4196715","Gm2974","Forward","10600","14090","3491","6619.0","0.0e+00","98.80"
"14:3658457-3661853","Gm3020","Forward","6413","9808","3399","6462.0","0.0e+00","99.00"
"14:5006300-5009385","","Forward","5104","8183","3089","5851.0","0.0e+00","98.74"
"14:4185440-4188426","Gm2974","Forward","2813","5791","2987","5713.0","0.0e+00","99.20"
"14:7099954-7102939","Gm3696","Reverse","2532","5517","2988","5713.0","0.0e+00","99.30"
"14:3654574-3657549","Gm3020","Forward","2532","5505","2976","5711.0","0.0e+00","99.43"
"14:3415158-3418133","Gm10409","Forward","2532","5505","2976","5711.0","0.0e+00","99.43"
"14:4439409-4442449","Gm3164, Gm3173","Forward","16904","19946","3044","5688.0","0.0e+00","98.00"
"14:4188427-4191320","Gm2974","Forward","5793","8686","2895","5505.0","0.0e+00","98.86"
"14:5015299-5018098","Gm3298","Forward","14091","16891","2801","5354.0","0.0e+00","99.18"
"14:4513269-4516068","Gm3173","Forward","14091","16891","2801","5338.0","0.0e+00","98.96"
"14:5857918-5860857","Gm8237","Reverse","18396","21335","2942","5332.0","0.0e+00","96.60"
"14:6091735-6094523","Gm8206, Gm3468","Reverse","14102","16891","2790","5323.0","0.0e+00","99.07"
"14:4124577-4127376","Gm8108","Forward","14091","16891","2801","5322.0","0.0e+00","98.82"
"14:5085127-5087921","Gm8281","Forward","14096","16891","2796","5321.0","0.0e+00","98.89"
"14:4196712-4199495","Gm2974","Forward","14107","16891","2785","5320.0","0.0e+00","99.07"
"14:4740289-4743047","Gm3252","Forward","14133","16891","2759","5291.0","0.0e+00","99.20"
"14:5443463-5446223","Gm3194","Reverse","14129","16891","2763","5279.0","0.0e+00","99.20"
"14:3962977-3965760","Gm3002, Gm3095","Forward","14108","16891","2786","5278.0","0.0e+00","98.89"
"14:5163055-5165848","Gm26552, Gm3317","Forward","14096","16891","2799","5278.0","0.0e+00","98.54"
"14:6265310-6268073","Gm3411","Reverse","14127","16891","2765","5278.0","0.0e+00","99.10"
"14:5795954-5798715","Gm3383","Reverse","14127","16891","2765","5272.0","0.0e+00","99.17"
"14:5515696-5518485","Gm3488, Gm26893","Forward","14100","16891","2795","5271.0","0.0e+00","98.53"
"14:4869702-4872466","Gm3264, Gm26650","Forward","14129","16891","2765","5254.0","0.0e+00","98.77"
"14:3586054-3588820","Gm3005","Forward","14124","16891","2768","5241.0","0.0e+00","98.63"
"14:3346641-3349399","Gm2956","Forward","14133","16891","2759","5235.0","0.0e+00","98.66"
"14:5862350-5865152","Gm8237","Reverse","14091","16891","2804","5234.0","0.0e+00","97.97"
"14:4347395-4350154","2610042L04Rik","Forward","14135","16891","2760","5203.0","0.0e+00","98.37"
"14:4339960-4342721","2610042L04Rik","Forward","6659","9419","2764","5169.0","0.0e+00","98.15"
"14:4429521-4432226","Gm3164, Gm3173","Forward","14109","16815","2707","5153.0","0.0e+00","98.89"
"14:7653080-7655764","","Reverse","2835","5517","2685","5149.0","0.0e+00","99.29"
"14:5951150-5953957","Gm3248","Reverse","6611","9419","2813","5128.0","0.0e+00","96.98"
"14:6884345-6887029","Gm3667","Reverse","2835","5517","2685","5121.0","0.0e+00","98.96"
"14:7559212-7561887","Gm3558","Reverse","5518","8192","2677","5097.0","0.0e+00","99.03"
"14:4113058-4115633","Gm8108","Forward","2532","5104","2576","4929.0","0.0e+00","99.22"
"14:6094524-6097116","Gm3468","Reverse","11486","14085","2601","4921.0","0.0e+00","98.89"
"14:5723736-5726260","Gm3383, Gm3373","Reverse","14367","16891","2525","4849.0","0.0e+00","99.25"
"14:5371194-5373718","Gm3500","Reverse","14367","16891","2525","4849.0","0.0e+00","99.25"
"14:7169498-7172066","Gm3512","Reverse","2532","5103","2573","4828.0","0.0e+00","98.29"
"14:4426004-4428532","Gm3164","Forward","10550","13089","2540","4757.0","0.0e+00","98.31"
"14:7164439-7167025","Gm3512","Reverse","7584","10176","2595","4738.0","0.0e+00","97.19"
"14:4415448-4417978","Gm3164","Forward","1","2526","2532","4714.0","0.0e+00","97.63"
"14:4509722-4512159","Gm3173","Forward","10550","12995","2447","4582.0","0.0e+00","98.41"
"14:4874488-4876908","Gm3264, Gm26650","Forward","18916","21335","2421","4577.0","0.0e+00","98.68"
"14:6089316-6091733","Gm8206, Gm3468","Reverse","16894","19314","2421","4553.0","0.0e+00","98.39"
"14:3431438-3433858","Gm10409, Gm3005","Forward","18916","21335","2421","4547.0","0.0e+00","98.31"
"14:3670853-3673273","Gm3020","Forward","18916","21335","2421","4545.0","0.0e+00","98.27"
"14:5501782-5504201","Gm3488","Forward","103","2526","2424","4529.0","0.0e+00","97.81"
"14:19563801-19566216","Gm2237","Reverse","18920","21335","2417","4518.0","0.0e+00","98.22"
"14:5520507-5522927","Gm3488, Gm26893","Forward","18916","21335","2421","4511.0","0.0e+00","97.89"
"14:5513266-5515643","Gm3488, Gm26893","Forward","11588","13973","2386","4495.0","0.0e+00","98.49"
"14:5160625-5163002","Gm26552","Forward","11588","13973","2386","4495.0","0.0e+00","98.49"
"14:5253907-5256304","Gm3526","Reverse","18937","21335","2400","4490.0","0.0e+00","98.33"
"14:6424728-6427103","Gm26630","Reverse","1","2376","2376","4422.0","0.0e+00","97.22"
"14:6405827-6408176","Gm26630, Lamtor3-ps","Reverse","18987","21335","2351","4420.0","0.0e+00","98.60"
"14:5458022-5460345","","Reverse","16","2341","2326","4398.0","0.0e+00","98.19"
"14:4182576-4184912","Gm2974","Forward","1","2341","2341","4396.0","0.0e+00","97.69"
"14:7172236-7174584","Gm3512","Reverse","1","2350","2350","4387.0","0.0e+00","97.53"
"14:3810074-3812414","Gm3002","Forward","1","2341","2343","4371.0","0.0e+00","97.57"
"14:5807705-5809975","Gm3383","Reverse","2835","5104","2271","4369.0","0.0e+00","99.38"
"14:5455214-5457484","Gm3194","Reverse","2835","5104","2271","4369.0","0.0e+00","99.38"
"14:5004004-5006296","","Forward","2813","5102","2293","4366.0","0.0e+00","99.00"
"14:3812927-3815218","Gm3002","Forward","2813","5104","2293","4355.0","0.0e+00","98.78"
"14:4855571-4857908","Gm3264","Forward","2","2341","2340","4353.0","0.0e+00","97.31"
"14:4729604-4731901","Gm3252","Forward","2813","5112","2301","4343.0","0.0e+00","98.61"
"14:4018836-4021173","","Forward","1","2341","2343","4317.0","0.0e+00","96.93"
"14:3332627-3334929","Gm2956","Forward","1","2300","2303","4305.0","0.0e+00","97.61"
"14:5810515-5812774","","Reverse","80","2341","2262","4277.0","0.0e+00","98.23"
"14:6268074-6270334","Gm3411","Reverse","11833","14100","2268","4265.0","0.0e+00","98.32"
"14:6592877-6595061","","Reverse","10177","12361","2186","4133.0","0.0e+00","98.90"
"14:6586309-6588399","Gm3629","Reverse","16894","18986","2093","3991.0","0.0e+00","98.90"
"14:3413045-3415156","Gm10409","Forward","413","2526","2114","3979.0","0.0e+00","98.20"
"14:4334939-4337051","2610042L04Rik","Forward","227","2341","2117","3914.0","0.0e+00","97.35"
"14:5149485-5151560","","Forward","447","2526","2080","3900.0","0.0e+00","98.12"
"14:5369141-5371192","Gm3500","Reverse","16894","18945","2054","3870.0","0.0e+00","98.34"
"14:5793903-5795952","Gm3383","Reverse","16894","18945","2052","3870.0","0.0e+00","98.29"
"14:4743049-4745069","Gm3252","Forward","16894","18915","2022","3865.0","0.0e+00","99.01"
"14:3349412-3351421","Gm2956","Forward","16904","18915","2012","3841.0","0.0e+00","98.96"
"14:3588833-3590842","Gm3005","Forward","16904","18915","2012","3841.0","0.0e+00","98.96"
"14:3652540-3654572","Gm3020","Forward","492","2526","2035","3836.0","0.0e+00","98.38"
"14:5606517-5608538","Gm3383","Reverse","19315","21335","2022","3822.0","0.0e+00","98.76"
"14:4504965-4506948","Gm3173","Forward","5793","7779","1987","3820.0","0.0e+00","99.30"
"14:5165861-5167870","Gm26552, Gm3317","Forward","16904","18915","2012","3817.0","0.0e+00","98.61"
"14:5518498-5520507","Gm3488, Gm26893","Forward","16904","18915","2012","3817.0","0.0e+00","98.61"
"14:5944351-5946472","Gm3248","Reverse","14124","16245","2125","3808.0","0.0e+00","96.28"
"14:4872479-4874486","Gm3264, Gm26650","Forward","16904","18913","2010","3808.0","0.0e+00","98.61"
"14:4337577-4339564","2610042L04Rik","Forward","2829","4815","1988","3745.0","0.0e+00","98.19"
"14:6588401-6590317","Gm3629","Reverse","14975","16891","1917","3672.0","0.0e+00","99.27"
"14:4507857-4509718","Gm3173","Forward","8687","10548","1862","3523.0","0.0e+00","98.76"
"14:6744659-6746469","Gm26680","Reverse","10550","12361","1812","3457.0","0.0e+00","99.28"
"14:3420697-3422437","Gm10409","Forward","8069","9808","1742","3299.0","0.0e+00","98.97"
"14:5948209-5950025","Gm3248","Reverse","10550","12363","1817","3289.0","0.0e+00","96.48"
"14:6591160-6592876","","Reverse","12369","14085","1717","3276.0","0.0e+00","99.13"
"14:7480580-7482297","4933406F09Rik, Gm3752","Reverse","6355","8075","1721","3276.0","0.0e+00","98.72"
"14:5013565-5015281","","Forward","12369","14085","1717","3274.0","0.0e+00","99.18"
"14:5083411-5085126","Gm8281","Forward","12369","14085","1717","3256.0","0.0e+00","98.89"
"14:3572681-3574363","Gm3005","Forward","657","2341","1685","3165.0","0.0e+00","98.28"
"14:7562305-7563997","Gm3558","Reverse","3409","5103","1696","3140.0","0.0e+00","97.58"
"14:5955468-5957159","Gm3248","Reverse","3409","5103","1696","3117.0","0.0e+00","97.41"
"14:4727500-4729109","Gm3252","Forward","730","2341","1612","3020.0","0.0e+00","98.20"
"14:5168679-5170290","Gm26552, Gm3317","Forward","19725","21335","1612","3015.0","0.0e+00","98.26"
"14:4667892-4669461","Gm3239","Forward","18383","19952","1570","2969.0","0.0e+00","98.34"
"14:3967249-3968812","Gm3095","Forward","18383","19946","1564","2949.0","0.0e+00","98.27"
"14:3965762-3967247","Gm3002, Gm3095","Forward","16894","18379","1486","2858.0","0.0e+00","99.26"
"14:6263802-6265308","Gm3411","Reverse","16894","18395","1507","2852.0","0.0e+00","98.61"
"14:5722250-5723734","Gm3383, Gm3373","Reverse","16894","18378","1485","2845.0","0.0e+00","99.12"
"14:5018100-5019584","Gm3298","Forward","16894","18379","1486","2824.0","0.0e+00","98.72"
"14:5441983-5443461","Gm3194","Reverse","16894","18372","1479","2823.0","0.0e+00","98.92"
"14:4127389-4128865","Gm8108","Forward","16904","18380","1479","2803.0","0.0e+00","98.78"
"14:4118996-4120446","Gm8108","Forward","8507","9957","1451","2758.0","0.0e+00","98.83"
"14:6887560-6888996","Gm3667","Reverse","903","2341","1439","2719.0","0.0e+00","98.61"
"14:5860871-5862348","Gm8237","Reverse","16894","18375","1483","2703.0","0.0e+00","97.10"
"14:6270681-6272074","Gm3411","Reverse","10093","11485","1394","2652.0","0.0e+00","99.21"
"14:7293701-7295086","Gm3739","Reverse","19953","21335","1386","2622.0","0.0e+00","98.92"
"14:4442457-4443839","Gm3164, Gm3173","Forward","19953","21335","1383","2604.0","0.0e+00","98.48"
"14:6583959-6585341","Gm3629","Reverse","19953","21335","1383","2594.0","0.0e+00","98.26"
"14:4746111-4747493","Gm3252","Forward","19953","21335","1383","2592.0","0.0e+00","98.34"
"14:3968820-3970207","Gm3095","Forward","19953","21335","1388","2574.0","0.0e+00","97.84"
"14:4669463-4670850","Gm3239","Forward","19953","21335","1388","2568.0","0.0e+00","97.77"
"14:5021157-5022544","","Forward","19953","21335","1388","2558.0","0.0e+00","97.55"
"14:5865162-5866519","Gm8237","Reverse","12726","14085","1360","2548.0","0.0e+00","98.31"
"14:5019586-5020927","","Forward","18383","19724","1342","2523.0","0.0e+00","98.14"
"14:7090049-7091362","Gm3696","Reverse","14134","15447","1314","2495.0","0.0e+00","98.71"
"14:4199497-4200791","Gm2974","Forward","16894","18188","1295","2489.0","0.0e+00","99.23"
"14:6415274-6416556","Gm26630","Reverse","10550","11832","1283","2460.0","0.0e+00","99.45"
"14:6033011-6034303","Gm8206","Reverse","2839","4131","1293","2453.0","0.0e+00","98.45"
"14:7312744-7314034","Gm3739","Reverse","1011","2301","1291","2448.0","0.0e+00","98.84"
"14:7486233-7487525","4933406F09Rik","Reverse","1097","2389","1293","2443.0","0.0e+00","98.61"
"14:3053145-3054425","Gm2897","Forward","2851","4131","1281","2437.0","0.0e+00","98.67"
"14:3340810-3342062","Gm2956","Forward","8186","9439","1254","2369.0","0.0e+00","98.72"
"14:6106288-6107551","Gm3468, Gm3476","Reverse","1108","2376","1269","2328.0","0.0e+00","97.56"
"14:19582801-19584030","Gm2237","Reverse","1108","2341","1234","2281.0","0.0e+00","97.89"
"14:6754694-6755923","Gm26680","Reverse","1108","2341","1234","2273.0","0.0e+00","97.81"
"14:5954184-5955461","Gm3248","Reverse","5109","6371","1278","2238.0","0.0e+00","94.76"
"14:4708910-4710196","Gm7876","Forward","14292","15579","1295","2186.0","0.0e+00","93.51"
"14:4351641-4352799","2610042L04Rik","Forward","18381","19538","1159","2131.0","0.0e+00","96.98"
"14:7657510-7658605","","Reverse","1","1096","1096","2091.0","0.0e+00","97.81"
"14:5946473-5947638","Gm3248","Reverse","12930","14085","1166","2079.0","0.0e+00","96.31"
"14:4512164-4513252","Gm3173","Forward","12997","14086","1090","2067.0","0.0e+00","98.99"
"14:6755925-6757030","Gm26680","Reverse","2","1105","1106","2051.0","0.0e+00","96.47"
"14:5950035-5951148","Gm3248","Reverse","9423","10542","1120","2025.0","0.0e+00","96.61"
"14:5512229-5513264","Gm3488","Forward","10550","11585","1036","1979.0","0.0e+00","99.13"
"14:5159588-5160623","","Forward","10550","11585","1036","1979.0","0.0e+00","99.13"
"14:7474535-7475561","4933406F09Rik, Gm3752","Reverse","13101","14126","1028","1944.0","0.0e+00","99.12"
"14:7487614-7488623","4933406F09Rik","Reverse","1","1010","1010","1884.0","0.0e+00","96.83"
"14:6742900-6743884","Gm26680","Reverse","13142","14126","985","1875.0","0.0e+00","99.09"
"14:4428535-4429520","Gm3164","Forward","13091","14076","986","1874.0","0.0e+00","98.99"
"14:6107557-6108567","Gm3468, Gm3476","Reverse","93","1101","1011","1856.0","0.0e+00","96.24"
"14:5940617-5941663","Gm3248","Reverse","18898","19946","1050","1819.0","0.0e+00","94.76"
"14:5735510-5736482","Gm3383, Gm3373","Reverse","4132","5104","973","1798.0","0.0e+00","97.12"
"14:3213842-3214811","Gm17188, D830030K20Rik","Forward","4132","5103","972","1795.0","0.0e+00","97.63"
"14:4716321-4717332","Gm7876","Forward","19979","20990","1013","1793.0","0.0e+00","95.76"
"14:3054429-3055396","Gm2897","Forward","4134","5103","970","1782.0","0.0e+00","97.22"
"14:5491227-5492238","Gm3187","Forward","19979","20990","1013","1781.0","0.0e+00","95.46"
"14:5138622-5139613","Gm8279","Forward","19999","20990","993","1754.0","0.0e+00","95.67"
"14:5469784-5470763","Gm8246","Reverse","20011","20990","981","1749.0","0.0e+00","96.23"
"14:4666406-4667312","Gm3239","Forward","16894","17800","907","1729.0","0.0e+00","98.79"
"14:3657552-3658455","Gm3020","Forward","5506","6410","905","1727.0","0.0e+00","99.23"
"14:7104556-7105457","","Reverse","1","902","902","1685.0","0.0e+00","96.67"
"14:6868502-6869404","Gm3667","Reverse","20438","21335","903","1659.0","0.0e+00","97.56"
"14:6874865-6875710","Gm3667","Reverse","14129","14974","846","1637.0","0.0e+00","99.53"
"14:19584035-19584889","Gm2237","Reverse","254","1102","856","1555.0","0.0e+00","96.50"
"14:4731904-4732719","Gm3252","Forward","5114","5923","816","1542.0","0.0e+00","98.90"
"14:7295268-7296083","Gm3739","Reverse","18955","19770","816","1530.0","0.0e+00","98.16"
"14:7222557-7223402","","Reverse","20490","21335","847","1518.0","0.0e+00","96.46"
"14:7638893-7639710","","Reverse","18955","19770","818","1495.0","0.0e+00","96.94"
"14:5793078-5793892","Gm3383","Reverse","18957","19770","815","1489.0","0.0e+00","96.93"
"14:5440587-5441401","Gm3194","Reverse","18957","19770","815","1489.0","0.0e+00","96.93"
"14:7085731-7086546","Gm3696","Reverse","18956","19770","816","1489.0","0.0e+00","96.94"
"14:5720858-5721672","Gm3383, Gm3373","Reverse","18957","19770","815","1486.0","0.0e+00","96.81"
"14:5368316-5369132","Gm3500","Reverse","18955","19770","817","1486.0","0.0e+00","96.70"
"14:5089981-5090797","Gm8281","Forward","18955","19770","817","1482.0","0.0e+00","96.70"
"14:7167033-7167884","Gm3512","Reverse","6722","7577","857","1470.0","0.0e+00","94.28"
"14:3057012-3057863","Gm2897","Forward","6722","7577","857","1463.0","0.0e+00","94.17"
"14:6746472-6747229","Gm26680","Reverse","9791","10548","758","1438.0","0.0e+00","99.08"
"14:19574567-19575321","Gm2237","Reverse","9794","10548","755","1435.0","0.0e+00","99.21"
"14:6416559-6417316","Gm26630","Reverse","9791","10548","758","1432.0","0.0e+00","98.94"
"14:4865358-4866115","Gm3264","Forward","9791","10548","758","1429.0","0.0e+00","98.81"
"14:3819929-3820668","Gm3002","Forward","9809","10548","740","1400.0","0.0e+00","98.92"
"14:4499204-4499931","Gm3173","Forward","2","729","728","1375.0","0.0e+00","97.25"
"14:4115635-4116325","Gm8108","Forward","5105","5791","691","1302.0","0.0e+00","98.55"
"14:4710784-4711513","Gm7876","Forward","16170","16891","731","1245.0","0.0e+00","93.98"
"14:4638223-4638936","Gm8159","Forward","18756","19471","716","1208.0","0.0e+00","93.16"
"14:4715101-4715813","Gm7876","Forward","18756","19471","716","1192.0","0.0e+00","92.88"
"14:3055403-3056050","Gm2897","Forward","5109","5750","648","1161.0","0.0e+00","95.99"
"14:7103120-7103736","","Reverse","1723","2341","619","1153.0","0.0e+00","98.06"
"14:7168847-7169491","Gm3512","Reverse","5109","5747","645","1146.0","0.0e+00","95.66"
"14:3057871-3058472","Gm2897","Forward","7584","8185","603","1102.0","0.0e+00","97.35"
"14:5088830-5089406","Gm8281","Forward","17801","18377","577","1102.0","0.0e+00","99.13"
"14:7314454-7315049","Gm3739","Reverse","1","596","596","1101.0","0.0e+00","95.64"
"14:5957163-5957729","Gm3248","Reverse","2839","3406","568","1037.0","2.8e-303","96.83"
"14:7564001-7564567","Gm3558","Reverse","2839","3406","568","1033.0","3.2e-302","96.48"
"14:5441421-5441978","Gm3194","Reverse","18379","18936","558","1030.0","2.3e-301","96.95"
"14:5721683-5722248","Gm3383, Gm3373","Reverse","18382","18945","566","1030.0","3.0e-301","96.47"
"14:5089408-5089942","Gm8281","Forward","18381","18915","535","1013.0","3.0e-296","98.32"
"14:5608623-5609173","Gm3383","Reverse","18678","19229","552","963.0","4.7e-281","94.75"
"14:5940076-5940610","Gm3248","Reverse","19951","20486","536","952.0","8.8e-278","95.52"
"14:5683943-5684480","Gm3383, Gm9603","Reverse","17570","18110","541","946.0","5.6e-276","95.38"
"14:4484700-4485217","Gm3173, Gm3182","Forward","17570","18087","518","931.0","1.3e-271","95.75"
"14:5487102-5487616","Gm3187","Forward","17570","18084","515","931.0","1.6e-271","95.92"
"14:4712193-4712710","Gm7876","Forward","17570","18087","518","929.0","8.1e-271","95.56"
"14:6869406-6869887","Gm3667","Reverse","19953","20434","482","915.0","8.6e-267","98.76"
"14:3572023-3572513","Gm3005","Forward","1","491","491","912.0","9.3e-266","96.13"
"14:5939572-5940068","Gm3248","Reverse","20492","20988","497","908.0","1.4e-264","97.18"
"14:4350156-4350627","2610042L04Rik","Forward","16894","17365","472","891.0","1.3e-259","98.31"
"14:5490207-5490719","Gm3187","Forward","18958","19471","514","876.0","4.3e-255","93.58"
"14:7223408-7223873","Gm3715","Reverse","20021","20486","466","870.0","3.4e-253","97.85"
"14:4726770-4727214","Gm3252","Forward","2","446","445","843.0","4.1e-245","97.30"
"14:4745696-4746109","Gm3252","Forward","19539","19952","414","795.0","1.8e-230","99.28"
"14:4711527-4711965","Gm7876","Forward","16904","17342","439","759.0","9.5e-220","93.62"
"14:3412634-3413043","Gm10409","Forward","1","410","410","758.0","1.7e-219","96.10"
"14:3652050-3652459","Gm3020","Forward","1","410","410","758.0","1.7e-219","96.10"
"14:5486442-5486874","Gm3187","Forward","16910","17342","433","756.0","8.5e-219","94.00"
"14:4504276-4504676","Gm3173","Forward","5105","5505","401","751.0","2.3e-217","98.00"
"14:7561903-7562298","Gm3558","Reverse","5109","5504","396","746.0","1.0e-215","98.48"
"14:5828355-5828761","Gm3424","Reverse","16246","16652","407","726.0","1.2e-209","95.33"
"14:5684486-5684865","Gm3383, Gm9603","Reverse","17185","17565","381","700.0","4.3e-202","97.38"
"14:4710233-4710592","Gm7876","Forward","15616","15978","363","639.0","1.1e-183","95.59"
"14:5947854-5948207","Gm3248","Reverse","12372","12725","354","637.0","5.7e-183","95.76"
"14:5939225-5939569","Gm3248","Reverse","20990","21335","346","604.0","3.5e-173","95.38"
"14:4717339-4717678","Gm7876","Forward","20996","21335","340","587.0","5.1e-168","94.12"
"14:5469438-5469777","Gm8246","Reverse","20996","21335","340","587.0","5.1e-168","94.12"
"14:5139620-5139959","Gm8279","Forward","20996","21335","340","585.0","3.3e-167","93.82"
"14:5492245-5492584","Gm3187","Forward","20996","21335","340","585.0","3.3e-167","93.82"
"14:6754201-6754503","Gm26680","Reverse","2532","2834","303","581.0","4.4e-166","99.67"
"14:6887070-6887372","Gm3667","Reverse","2532","2834","303","577.0","8.1e-165","99.34"
"14:7312233-7312535","Gm3739","Reverse","2532","2834","303","577.0","8.1e-165","99.34"
"14:19582304-19582606","Gm2237","Reverse","2532","2834","303","577.0","8.1e-165","99.34"
"14:7485796-7486098","4933406F09Rik","Reverse","2532","2834","303","576.0","9.2e-165","99.34"
"14:7655779-7656081","","Reverse","2532","2834","303","574.0","4.6e-164","99.01"
"14:6105822-6106124","Gm3468, Gm3476","Reverse","2532","2834","303","570.0","9.6e-163","98.68"
"14:5810024-5810326","","Reverse","2532","2834","303","568.0","3.1e-162","98.68"
"14:5457531-5457833","","Reverse","2532","2834","303","568.0","3.1e-162","98.68"
"14:5470799-5471143","Gm8246","Reverse","19635","19976","345","561.0","5.2e-160","92.75"
"14:5490879-5491224","Gm3187","Forward","19635","19977","346","560.0","8.1e-160","92.49"
"14:4715973-4716317","Gm7876","Forward","19635","19976","345","555.0","1.9e-158","92.17"
"14:4185103-4185383","Gm2974","Forward","2532","2812","281","534.0","7.5e-152","99.29"
"14:4729305-4729585","Gm3252","Forward","2532","2812","281","534.0","7.5e-152","99.29"
"14:5827817-5828135","Gm3424","Reverse","16867","17184","319","525.0","3.5e-149","91.54"
"14:4858107-4858386","Gm3264","Forward","2532","2812","281","523.0","1.2e-148","98.93"
"14:3574558-3574836","Gm3005","Forward","2532","2812","281","520.0","7.8e-148","98.58"
"14:3812608-3812886","Gm3002","Forward","2532","2812","281","520.0","7.8e-148","98.58"
"14:4639096-4639415","Gm8159","Forward","19635","19952","320","513.0","9.5e-146","91.56"
"14:4021360-4021604","","Forward","2532","2776","245","468.0","4.0e-132","99.59"
"14:6414496-6414744","Gm26630","Reverse","12369","12617","249","459.0","2.0e-129","97.19"
"14:5726262-5726496","Gm3383, Gm3373","Reverse","14129","14363","235","455.0","3.2e-128","100.00"
"14:5373720-5373954","Gm3500","Reverse","14129","14363","235","455.0","3.2e-128","100.00"
"14:19566219-19566456","Gm2237","Reverse","18678","18915","238","455.0","3.4e-128","99.16"
