"Genomic Location","Overlapping Gene(s)","Orientation","Query start","Query end","Length","Score","E-val","%ID"
"X:30340380-30343104","Gm14632","Forward","7148","9866","2746","3226","0.0","89.88"
"X:28280232-28282958","Gm4836","Reverse","7148","9866","2747","3224","0.0","89.84"
"X:24957992-24960713","Gm2759","Reverse","7148","9866","2745","3214","0.0","89.80"
"X:26226407-26229975","Gm2012","Reverse","1391","4988","3633","3214","0.0","86.10"
"X:27586616-27589337","Gm2092","Reverse","7148","9866","2745","3214","0.0","89.80"
"X:25842337-25845896","Gm7350","Reverse","1391","4988","3627","3208","0.0","86.13"
"X:26305101-26308654","Gm2030","Reverse","1391","4988","3627","3200","0.0","86.08"
"X:27008311-27011867","Gm7365","Reverse","1391","4988","3625","3198","0.0","86.07"
"X:29454044-29457600","Gm7421","Reverse","1391","4988","3625","3198","0.0","86.07"
"X:26046136-26049691","Gm5168","Reverse","1391","4981","3622","3184","0.0","86.03"
"X:35414861-35417549","Gm14819","Forward","7184","9866","2709","3180","0.0","89.85"
"X:35078085-35080782","Gm10486","Forward","7172","9866","2721","3174","0.0","89.75"
"X:26922298-26925002","Gm6121","Reverse","7148","9866","2736","3158","0.0","89.66"
"X:29368027-29370731","Gm2066","Reverse","7148","9866","2736","3158","0.0","89.66"
"X:26540617-26544178","Slx","Reverse","1391","4988","3627","3153","0.0","85.97"
"X:24495801-24499366","Gm5934","Reverse","1399","4988","3629","3145","0.0","85.86"
"X:25640352-25643886","Gm2003","Reverse","1391","4988","3630","3145","0.0","85.79"
"X:25376962-25380506","Gm1989","Reverse","1391","4988","3625","3139","0.0","85.79"
"X:25286837-25289542","Gm5169","Reverse","7166","9866","2728","3125","0.0","89.52"
"X:54141930-54144245","Gm16428","Forward","14529","16848","2337","3113","0.0","91.78"
"X:25558088-25560765","Gm1993","Reverse","7194","9866","2699","3111","0.0","89.59"
"X:24416665-24419243","Gm6956","Reverse","7288","9866","2605","3070","0.0","89.90"
"X:26216691-26219404","Gm2012","Reverse","7161","9866","2735","3062","0.0","89.18"
"X:55837635-55839752","Gm14626","Forward","1","2121","2137","3032","0.0","92.93"
"X:54125721-54127912","","Forward","2772","4988","2236","2975","0.0","91.50"
"X:24569949-24573131","Gm4297","Reverse","1786","4988","3227","2967","0.0","86.58"
"X:55707327-55709654","Gm14622","Forward","4993","7292","2350","2949","0.0","90.47"
"X:26752897-26756051","Gm6113","Reverse","1816","4988","3199","2931","0.0","86.56"
"X:26744502-26747017","Gm6113","Reverse","7364","9866","2533","2921","0.0","89.62"
"X:26296725-26299242","Gm2030","Reverse","7364","9866","2533","2902","0.0","89.54"
"X:24770244-24773424","Gm5935","Reverse","1786","4988","3226","2898","0.0","86.27"
"X:25565509-25568680","Gm1993","Reverse","1786","4983","3222","2898","0.0","86.28"
"X:25631967-25634482","Gm2003","Reverse","7364","9866","2535","2890","0.0","89.39"
"X:25833920-25836438","Gm7350","Reverse","7364","9866","2537","2888","0.0","89.48"
"X:26532226-26534739","Slx","Reverse","7364","9866","2535","2874","0.0","89.35"
"X:55815013-55817044","Gm6664","Forward","14823","16848","2040","2763","0.0","92.16"
"X:24259035-24261423","Gm4732","Reverse","7491","9866","2407","2732","0.0","89.32"
"X:25296569-25299475","Gm5169","Reverse","2062","4988","2949","2718","0.0","86.61"
"X:55807797-55809813","Gm6664","Forward","11193","13230","2041","2692","0.0","91.72"
"X:26006443-26009346","Gm14533","Forward","1391","4333","2969","2660","0.0","86.22"
"X:29636598-29639129","Gm14527","Reverse","5388","7934","2582","2619","0.0","87.61"
"X:56137677-56140273","3830403N18Rik","Forward","7281","9863","2624","2617","0.0","87.54"
"X:53793960-53796571","Xlr","Reverse","7272","9863","2635","2587","0.0","87.40"
"X:26999718-27001988","Gm7365","Reverse","7610","9866","2282","2585","0.0","89.35"
"X:29445451-29447721","Gm7421","Reverse","7610","9866","2282","2585","0.0","89.35"
"X:53816055-53818435","Gm14599","Reverse","14489","16848","2389","2510","0.0","88.49"
"X:54814894-54816157","Gm14590","Forward","4015","5300","1286","2360","0.0","97.82"
"X:54135454-54137166","Gm16428","Forward","8182","9869","1716","2322","0.0","91.96"
"X:55309747-55311120","","Forward","1","1387","1390","2322","0.0","95.90"
"X:24562019-24564060","Gm4297","Reverse","7364","9389","2057","2307","0.0","89.21"
"X:25361391-25363328","Gm1989","Reverse","12403","14349","1961","2186","0.0","88.93"
"X:29994849-29996784","Gm10488","Forward","12403","14349","1959","2182","0.0","88.97"
"X:35085981-35087916","Gm10486","Forward","12403","14349","1959","2182","0.0","88.97"
"X:28934203-28936139","Gm10096","Reverse","12403","14349","1960","2178","0.0","88.93"
"X:27926416-27928351","Gm10058","Reverse","12403","14349","1959","2174","0.0","88.92"
"X:35422760-35424695","Gm14819","Forward","12403","14349","1961","2174","0.0","88.88"
"X:27002174-27004396","Gm7365","Reverse","5388","7604","2263","2172","0.0","86.83"
"X:29447907-29450129","Gm7421","Reverse","5388","7604","2263","2172","0.0","86.83"
"X:30822923-30824856","Gm10487","Reverse","12403","14349","1959","2166","0.0","88.87"
"X:24950850-24952784","Gm2759","Reverse","12403","14349","1959","2164","0.0","88.87"
"X:26522791-26525011","Slx","Reverse","14489","16694","2230","2164","0.0","87.40"
"X:27474432-27476366","Gm10230","Reverse","12403","14349","1959","2164","0.0","88.87"
"X:27579474-27581408","Gm2092","Reverse","12403","14349","1959","2164","0.0","88.87"
"X:28587390-28589324","Gm10147","Reverse","12403","14349","1959","2164","0.0","88.87"
"X:26289558-26291494","Gm2030","Reverse","12403","14349","1960","2162","0.0","88.83"
"X:30348313-30350247","Gm14632","Forward","12403","14349","1960","2162","0.0","88.83"
"X:25359140-25361367","Gm1989","Reverse","14489","16694","2234","2158","0.0","87.38"
"X:28273091-28275024","Gm4836","Reverse","12403","14349","1959","2158","0.0","88.82"
"X:24476898-24478835","Gm5934","Reverse","12403","14349","1959","2154","0.0","88.77"
"X:25550893-25552827","Gm1993","Reverse","12403","14349","1956","2150","0.0","88.75"
"X:26525035-26526986","Slx","Reverse","12403","14349","1973","2143","0.0","88.44"
"X:30698938-30700871","Gm7438","Forward","12403","14349","1956","2141","0.0","88.70"
"X:34874518-34876451","Gm2288","Reverse","12403","14349","1956","2141","0.0","88.70"
"X:26030590-26032520","Gm5168","Reverse","12403","14349","1959","2133","0.0","88.57"
"X:29621300-29623234","Gm14527","Reverse","12403","14349","1959","2133","0.0","88.62"
"X:24474646-24476874","Gm5934","Reverse","14489","16694","2237","2131","0.0","87.22"
"X:25624776-25626715","Gm2003","Reverse","12403","14349","1961","2131","0.0","88.58"
"X:26735077-26737307","Gm6113","Reverse","14489","16694","2239","2131","0.0","87.09"
"X:26737331-26739273","Gm6113","Reverse","12403","14349","1964","2131","0.0","88.59"
"X:30124397-30126338","Gm3681","Reverse","12403","14359","1967","2131","0.0","88.56"
"X:25622524-25624752","Gm2003","Reverse","14489","16694","2235","2127","0.0","87.16"
"X:28144932-28146862","Gm7391","Forward","12403","14349","1956","2127","0.0","88.60"
"X:28796584-28798515","Gm7408","Forward","12403","14349","1957","2127","0.0","88.61"
"X:29145192-29147122","Gm7415","Forward","12403","14349","1956","2127","0.0","88.60"
"X:24554842-24556778","Gm4297","Reverse","12403","14349","1959","2125","0.0","88.57"
"X:28270827-28273067","Gm4836","Reverse","14489","16694","2249","2123","0.0","86.97"
"X:30350271-30352511","Gm14632","Forward","14489","16694","2249","2123","0.0","86.97"
"X:30820659-30822899","Gm10487","Reverse","14489","16694","2249","2123","0.0","86.97"
"X:24244057-24245991","Gm4732","Reverse","12403","14349","1957","2121","0.0","88.61"
"X:24333013-24335250","Gm9440","Forward","14489","16694","2246","2119","0.0","86.95"
"X:25826763-25828701","Gm7350","Reverse","12403","14349","1960","2119","0.0","88.52"
"X:27788618-27790549","Gm7386","Forward","12403","14349","1957","2119","0.0","88.55"
"X:35424719-35426959","Gm14819","Forward","14489","16694","2249","2115","0.0","86.93"
"X:24552589-24554818","Gm4297","Reverse","14489","16694","2237","2113","0.0","87.08"
"X:35208710-35210641","Gm2318","Reverse","12403","14349","1958","2113","0.0","88.51"
"X:25279877-25281811","Gm5169","Reverse","12403","14349","1958","2111","0.0","88.51"
"X:29783671-29785604","Gm3657","Reverse","12403","14349","1959","2111","0.0","88.46"
"X:35087940-35090182","Gm10486","Forward","14489","16694","2251","2107","0.0","86.85"
"X:24409494-24411432","Gm6956","Reverse","12403","14349","1961","2105","0.0","88.42"
"X:26915138-26917076","Gm6121","Reverse","12403","14349","1960","2103","0.0","88.42"
"X:27924151-27926392","Gm10058","Reverse","14489","16694","2250","2103","0.0","86.84"
"X:28931938-28934179","Gm10096","Reverse","14489","16694","2250","2103","0.0","86.84"
"X:26476117-26478352","Gm2005","Reverse","14489","16694","2246","2099","0.0","86.82"
"X:27472168-27474408","Gm10230","Reverse","14489","16694","2249","2099","0.0","86.84"
"X:28585126-28587366","Gm10147","Reverse","14489","16694","2249","2099","0.0","86.84"
"X:26478376-26480312","Gm2005","Reverse","12403","14349","1959","2093","0.0","88.36"
"X:24948586-24950826","Gm2759","Reverse","14489","16694","2249","2091","0.0","86.79"
"X:27577210-27579450","Gm2092","Reverse","14489","16694","2249","2091","0.0","86.79"
"X:25114433-25116364","Gm2768","Reverse","12403","14349","1958","2089","0.0","88.36"
"X:25277617-25279853","Gm5169","Reverse","14489","16694","2244","2089","0.0","86.81"
"X:26201015-26203249","Gm2012","Reverse","14489","16694","2242","2089","0.0","86.84"
"X:27351905-27353836","Gm7375","Forward","12403","14349","1958","2089","0.0","88.36"
"X:28464660-28466591","Gm7398","Forward","12403","14349","1958","2089","0.0","88.36"
"X:26992543-26994477","Gm7365","Reverse","12403","14349","1958","2087","0.0","88.36"
"X:29438276-29440210","Gm7421","Reverse","12403","14349","1958","2087","0.0","88.36"
"X:29996808-29999047","Gm10488","Forward","14489","16694","2248","2087","0.0","86.79"
"X:26682169-26684106","Gm14525","Reverse","12403","14349","1960","2085","0.0","88.32"
"X:25824502-25826739","Gm7350","Reverse","14489","16694","2245","2077","0.0","86.77"
"X:53783961-53785913","Xlr","Reverse","14910","16848","1959","2069","0.0","88.41"
"X:25112172-25114409","Gm2768","Reverse","14489","16694","2246","2060","0.0","86.64"
"X:27353860-27356097","Gm7375","Forward","14489","16694","2246","2060","0.0","86.64"
"X:28466615-28468852","Gm7398","Forward","14489","16694","2246","2060","0.0","86.64"
"X:35206449-35208686","Gm2318","Reverse","14489","16694","2246","2052","0.0","86.60"
"X:26912877-26915114","Gm6121","Reverse","14489","16694","2244","2044","0.0","86.59"
"X:30122147-30124383","Gm3681","Reverse","14489","16694","2245","2044","0.0","86.55"
"X:24755539-24757481","Gm5935","Reverse","12403","14349","1965","2042","0.0","87.99"
"X:26028329-26030566","Gm5168","Reverse","14489","16694","2245","2042","0.0","86.55"
"X:26287316-26289534","Gm2030","Reverse","14489","16694","2244","2038","0.0","86.36"
"X:24331066-24332989","Gm9440","Forward","12407","14349","1956","2034","0.0","87.99"
"X:29619039-29621276","Gm14527","Reverse","14489","16694","2245","2026","0.0","86.46"
"X:25548634-25550869","Gm1993","Reverse","14489","16694","2245","2022","0.0","86.46"
"X:54249889-54250980","Gm14598","Forward","13269","14359","1093","2012","0.0","98.35"
"X:24753278-24755515","Gm5935","Reverse","14489","16694","2245","2010","0.0","86.37"
"X:24407232-24409470","Gm6956","Reverse","14489","16694","2245","2008","0.0","86.37"
"X:26990283-26992519","Gm7365","Reverse","14489","16694","2248","2006","0.0","86.34"
"X:29436016-29438252","Gm7421","Reverse","14489","16694","2248","2006","0.0","86.34"
"X:24241890-24244033","Gm4732","Reverse","14489","16601","2157","1996","0.0","86.79"
"X:26299243-26301184","Gm2030","Reverse","5388","7327","1976","1866","0.0","86.64"
"X:26747018-26748982","Gm6113","Reverse","5388","7327","1997","1838","0.0","86.13"
"X:55698220-55699466","","Forward","5","1267","1264","1830","0.0","93.20"
"X:55912026-55913577","Gm14624","Forward","12804","14349","1559","1797","0.0","89.74"
"X:24261437-24263376","Gm4732","Reverse","5393","7329","1979","1791","0.0","86.10"
"X:25634483-25636434","Gm2003","Reverse","5388","7327","1984","1771","0.0","85.89"
"X:24564061-24566026","Gm4297","Reverse","5388","7327","2001","1761","0.0","85.51"
"X:26534740-26536694","Slx","Reverse","5388","7327","1987","1755","0.0","85.81"
"X:53786437-53787981","Xlr","Reverse","12802","14344","1552","1755","0.0","89.37"
"X:53818464-53820006","Gm14599","Reverse","12802","14344","1555","1753","0.0","89.39"
"X:25836439-25838417","Gm7350","Reverse","5388","7327","2012","1749","0.0","85.44"
"X:56147095-56148639","3830403N18Rik","Forward","12802","14343","1551","1747","0.0","89.30"
"X:61012947-61015621","","Forward","2048","4745","2724","1737","0.0","83.00"
"X:56109968-56112003","","Forward","1516","3535","2051","1729","0.0","85.81"
"X:30134385-30136166","Gm3681","Reverse","5388","7161","1807","1706","0.0","86.66"
"X:6146715-6149348","","Reverse","2318","4980","2689","1700","0.0","82.78"
"X:25560734-25562552","Gm1993","Reverse","5388","7197","1849","1692","0.0","86.26"
"X:35413037-35414816","Gm14819","Forward","5388","7161","1810","1680","0.0","86.41"
"X:35941369-35943619","Dock11","Forward","2605","4872","2286","1678","0.0","84.25"
"X:27342072-27343852","Gm7375","Forward","5388","7161","1807","1676","0.0","86.44"
"X:28454835-28456615","Gm7398","Forward","5388","7161","1807","1676","0.0","86.44"
"X:103852702-103855214","","Forward","2318","4837","2549","1676","0.0","83.25"
"X:28282979-28284757","Gm4836","Reverse","5388","7161","1810","1674","0.0","86.35"
"X:30338581-30340359","Gm14632","Forward","5388","7161","1810","1674","0.0","86.35"
"X:30832812-30834590","Gm10487","Reverse","5388","7161","1814","1674","0.0","86.33"
"X:35076254-35078032","Gm10486","Forward","5388","7161","1810","1674","0.0","86.35"
"X:40911052-40913579","","Reverse","2451","4988","2563","1674","0.0","83.18"
"X:24960732-24962508","Gm2759","Reverse","5388","7161","1808","1670","0.0","86.34"
"X:27589356-27591132","Gm2092","Reverse","5388","7161","1808","1670","0.0","86.34"
"X:26925033-26926810","Gm6121","Reverse","5388","7161","1808","1664","0.0","86.34"
"X:29370762-29372539","Gm2066","Reverse","5388","7161","1808","1664","0.0","86.34"
"X:103171750-103174416","","Reverse","2322","4988","2704","1656","0.0","82.69"
"X:105299584-105302227","","Reverse","2318","4988","2694","1654","0.0","82.67"
"X:144531720-144534395","Trpc5","Reverse","2318","4988","2711","1652","0.0","82.59"
"X:95428833-95431201","Amer1","Reverse","2605","4988","2413","1648","0.0","83.51"
"X:101110964-101113231","Snx12","Reverse","2608","4888","2307","1648","0.0","83.96"
"X:55809810-55810953","Gm6664","Forward","13198","14341","1147","1646","0.0","93.20"
"X:10632706-10634983","","Forward","2605","4888","2311","1623","0.0","83.77"
"X:153074930-153077193","","Forward","2677","4950","2300","1617","0.0","83.78"
"X:17303675-17306335","Efhc2","Reverse","2322","4988","2701","1607","0.0","82.38"
"X:20218438-20221072","Slc9a7","Reverse","2322","4976","2685","1607","0.0","82.50"
"X:54139365-54140470","Gm16428","Forward","12113","13230","1121","1591","0.0","92.95"
"X:73369184-73371552","","Forward","2619","4988","2404","1591","0.0","83.19"
"X:24421726-24423380","Gm27192","Reverse","1391","3063","1684","1589","0.0","87.05"
"X:151477598-151479819","","Forward","2606","4837","2260","1589","0.0","83.76"
"X:153903911-153906569","","Reverse","2318","4988","2698","1589","0.0","82.39"
"X:153460613-153463171","","Forward","2318","4888","2596","1577","0.0","82.51"
"X:79712359-79714501","","Forward","2727","4887","2177","1575","0.0","84.06"
"X:151682374-151684645","","Reverse","2605","4888","2313","1575","0.0","83.44"
"X:169625872-169628461","","Reverse","2322","4932","2638","1575","0.0","82.41"
"X:82154544-82156824","","Forward","2605","4888","2321","1573","0.0","83.46"
"X:163076622-163078979","","Forward","2606","4988","2409","1573","0.0","82.94"
"X:139950352-139952723","Rbm41","Reverse","2605","4988","2413","1571","0.0","83.17"
"X:55177409-55178612","Gm7974","Forward","14489","15698","1212","1565","0.0","91.50"
"X:72147254-72149396","","Reverse","2727","4887","2178","1565","0.0","84.02"
"X:103870777-103873052","","Forward","2605","4888","2309","1563","0.0","83.46"
"X:54314471-54315675","Gm6591","Forward","14489","15698","1212","1559","0.0","91.42"
"X:54969876-54971080","Gm16431","Forward","14489","15698","1212","1559","0.0","91.42"
"X:56260073-56261361","","Reverse","5","1283","1302","1557","0.0","89.94"
"X:101710784-101712925","Gm50476","Forward","2727","4888","2178","1557","0.0","83.98"
"X:21946617-21948853","","Forward","2724","4988","2281","1556","0.0","83.52"
"X:166122399-166124766","","Reverse","2608","4988","2408","1556","0.0","83.06"
"X:138705550-138707926","Il1rapl2","Reverse","2605","4988","2413","1554","0.0","83.05"
"X:164473454-164475600","","Forward","2724","4887","2182","1552","0.0","83.96"
"X:61215621-61217958","BX322656.1","Forward","2605","4950","2370","1550","0.0","83.08"
"X:161669107-161671248","","Forward","2727","4888","2176","1550","0.0","83.96"
"X:18041255-18043498","","Reverse","2727","4988","2277","1548","0.0","83.53"
"X:37462458-37464702","Rhox2c, Rhox3c","Forward","2727","4988","2278","1548","0.0","83.49"
"X:102768520-102770805","","Reverse","2609","4899","2320","1548","0.0","83.32"
"X:98820296-98822569","Ophn1","Reverse","2606","4888","2309","1546","0.0","83.37"
"X:147659157-147661526","","Forward","2614","4988","2407","1546","0.0","83.05"
"X:157360339-157362980","Phex","Reverse","2323","4988","2696","1546","0.0","82.08"
"X:41747919-41750061","","Reverse","2727","4887","2177","1544","0.0","83.88"
"X:104725010-104727152","","Reverse","2727","4887","2177","1544","0.0","83.88"
"X:145281925-145284066","","Forward","2727","4887","2176","1544","0.0","83.87"
"X:67400331-67402695","","Forward","2606","4980","2400","1542","0.0","83.08"
"X:166159528-166162185","","Reverse","2318","4988","2699","1542","0.0","82.18"
"X:137415302-137417671","","Reverse","2609","4988","2406","1538","0.0","83.00"
"X:41771299-41773441","","Forward","2727","4887","2177","1536","0.0","83.83"
"X:112374739-112377004","","Forward","2605","4884","2307","1536","0.0","83.31"
"X:114750800-114752942","","Forward","2727","4887","2177","1536","0.0","83.83"
"X:115418228-115420370","","Reverse","2727","4887","2177","1536","0.0","83.83"
"X:131498687-131500829","","Reverse","2727","4887","2177","1536","0.0","83.83"
"X:139139354-139142015","","Reverse","2318","4988","2702","1536","0.0","82.16"
"X:142260544-142262818","","Forward","2605","4888","2308","1536","0.0","83.32"
"X:162326423-162328695","","Forward","2605","4888","2308","1536","0.0","83.36"
"X:48786913-48789281","","Reverse","2603","4988","2417","1534","0.0","82.95"
"X:100262126-100264483","Eda","Reverse","2605","4979","2399","1534","0.0","82.95"
"X:122671893-122674035","","Forward","2727","4887","2178","1534","0.0","83.84"
"X:151677455-151679587","","Reverse","2605","4745","2164","1534","0.0","83.78"
"X:165092399-165094515","","Reverse","2754","4887","2150","1532","0.0","83.91"
"X:80098590-80100962","","Forward","2609","4988","2407","1530","0.0","82.97"
"X:111782285-111784428","","Forward","2727","4888","2178","1530","0.0","83.79"
"X:144039686-144042157","","Forward","2318","4814","2523","1530","0.0","82.48"
"X:160961182-160963440","Cdkl5","Reverse","2605","4888","2309","1530","0.0","83.15"
"X:8712893-8715035","","Forward","2727","4887","2177","1528","0.0","83.79"
"X:138630988-138633133","Il1rapl2","Forward","2727","4888","2181","1528","0.0","83.77"
"X:22574346-22576467","","Forward","2749","4887","2157","1526","0.0","83.87"
"X:42300190-42302848","","Forward","2322","4988","2694","1526","0.0","82.03"
"X:58333466-58335820","","Reverse","2605","4988","2413","1526","0.0","82.72"
"X:81611486-81613866","","Forward","2605","4988","2413","1526","0.0","82.88"
"X:54140467-54141575","Gm16428","Forward","13198","14303","1109","1522","0.0","92.43"
"X:17642008-17644382","","Forward","2606","4988","2411","1520","0.0","82.87"
"X:46224142-46226281","","Forward","2727","4887","2174","1520","0.0","83.76"
"X:58291885-58294027","","Reverse","2727","4887","2177","1520","0.0","83.74"
"X:75019034-75021666","Gab3","Reverse","2318","4950","2669","1520","0.0","82.05"
"X:77319319-77321461","","Reverse","2727","4887","2177","1520","0.0","83.74"
"X:76467725-76469866","","Reverse","2727","4887","2177","1518","0.0","83.74"
"X:98593488-98595629","Ophn1","Reverse","2727","4888","2178","1518","0.0","83.75"
"X:23543682-23546057","","Reverse","2606","4988","2412","1516","0.0","82.84"
"X:76595653-76598010","Cldn34d","Reverse","2623","4988","2393","1516","0.0","82.95"
"X:92905405-92907996","","Reverse","2380","4988","2634","1516","0.0","82.19"
"X:7222470-7224683","Clcn5","Reverse","2757","4988","2250","1514","0.0","83.47"
"X:18509111-18511254","","Reverse","2727","4888","2178","1514","0.0","83.70"
"X:83550953-83553074","Dmd","Forward","2749","4887","2157","1514","0.0","83.82"
"X:103123670-103125813","","Reverse","2727","4888","2178","1514","0.0","83.70"
"X:147210037-147212157","","Reverse","2749","4888","2157","1514","0.0","83.82"
